race,k,A1,optimization_repeatability__A1__mean,optimization_repeatability__A1__std,optimization_repeatability__A1__q05,optimization_repeatability__A1__q95,local_robustness__A1__mean,local_robustness__A1__std,local_robustness__A1__q05,local_robustness__A1__q95,structural_stress__A1__mean,structural_stress__A1__std,structural_stress__A1__q05,structural_stress__A1__q95,A2,optimization_repeatability__A2__mean,optimization_repeatability__A2__std,optimization_repeatability__A2__q05,optimization_repeatability__A2__q95,local_robustness__A2__mean,local_robustness__A2__std,local_robustness__A2__q05,local_robustness__A2__q95,structural_stress__A2__mean,structural_stress__A2__std,structural_stress__A2__q05,structural_stress__A2__q95,A3,optimization_repeatability__A3__mean,optimization_repeatability__A3__std,optimization_repeatability__A3__q05,optimization_repeatability__A3__q95,local_robustness__A3__mean,local_robustness__A3__std,local_robustness__A3__q05,local_robustness__A3__q95,structural_stress__A3__mean,structural_stress__A3__std,structural_stress__A3__q05,structural_stress__A3__q95,normalized_entropy,optimization_repeatability__tv_mean,optimization_repeatability__tv_q95,optimization_repeatability__tv_max,local_robustness__tv_mean,local_robustness__tv_q95,local_robustness__tv_max,structural_stress__tv_mean,structural_stress__tv_q95,structural_stress__tv_max,A4,optimization_repeatability__A4__mean,optimization_repeatability__A4__std,optimization_repeatability__A4__q05,optimization_repeatability__A4__q95,local_robustness__A4__mean,local_robustness__A4__std,local_robustness__A4__q05,local_robustness__A4__q95,structural_stress__A4__mean,structural_stress__A4__std,structural_stress__A4__q05,structural_stress__A4__q95,A5,optimization_repeatability__A5__mean,optimization_repeatability__A5__std,optimization_repeatability__A5__q05,optimization_repeatability__A5__q95,local_robustness__A5__mean,local_robustness__A5__std,local_robustness__A5__q05,local_robustness__A5__q95,structural_stress__A5__mean,structural_stress__A5__std,structural_stress__A5__q05,structural_stress__A5__q95,A6,optimization_repeatability__A6__mean,optimization_repeatability__A6__std,optimization_repeatability__A6__q05,optimization_repeatability__A6__q95,local_robustness__A6__mean,local_robustness__A6__std,local_robustness__A6__q05,local_robustness__A6__q95,structural_stress__A6__mean,structural_stress__A6__std,structural_stress__A6__q05,structural_stress__A6__q95,A7,optimization_repeatability__A7__mean,optimization_repeatability__A7__std,optimization_repeatability__A7__q05,optimization_repeatability__A7__q95,local_robustness__A7__mean,local_robustness__A7__std,local_robustness__A7__q05,local_robustness__A7__q95,structural_stress__A7__mean,structural_stress__A7__std,structural_stress__A7__q05,structural_stress__A7__q95,A8,optimization_repeatability__A8__mean,optimization_repeatability__A8__std,optimization_repeatability__A8__q05,optimization_repeatability__A8__q95,local_robustness__A8__mean,local_robustness__A8__std,local_robustness__A8__q05,local_robustness__A8__q95,structural_stress__A8__mean,structural_stress__A8__std,structural_stress__A8__q05,structural_stress__A8__q95
dwarfs,4,1.000000000,1.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.000000000,1.000000000,1.000000000,0.911377818,0.258748488,0.105991139,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.035385516,0.148893023,0.000000000,0.230356091,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.050000000,0.220721428,0.000000000,0.050000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.088622182,0.894008861,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.003236665,0.016120918,0.000000000,0.012578764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
empire,4,0.761446103,0.761468862,0.000052459,0.761436384,0.761558504,0.765201306,0.013299307,0.743340129,0.785073449,0.663662513,0.279713047,0.138930151,1.000000000,0.238553897,0.238531138,0.000052459,0.238441496,0.238563616,0.234798694,0.013299307,0.214926551,0.256659871,0.274821254,0.222224397,0.000000000,0.770187590,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.061501192,0.160501019,0.000000000,0.237309336,0.396313590,0.000029275,0.000112401,0.000131843,0.011520523,0.024639514,0.031209608,0.212413505,0.625903326,0.778630734,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000015040,0.000095123,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grand_cathay,4,0.263567403,0.263579786,0.000027623,0.263563684,0.263627078,0.268048519,0.027215884,0.233280767,0.312864189,0.324247778,0.244812227,0.000000000,0.747233759,0.549905527,0.549833970,0.000183898,0.549525548,0.549979131,0.548555360,0.030100388,0.510441027,0.604322444,0.491846778,0.272851575,0.139150039,0.968341194,0.186527070,0.186586243,0.000156886,0.186455621,0.186847374,0.183396121,0.023630588,0.146895892,0.226051787,0.167317290,0.178907383,0.000000000,0.520863569,0.716668567,0.000107127,0.000379979,0.000434565,0.032321332,0.065453113,0.069958882,0.307307301,0.535831273,0.615322242,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.016588154,0.029567163,0.000000000,0.079708067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greenskins,4,0.094970459,0.094964708,0.000011031,0.094946983,0.094973697,0.099881179,0.026321719,0.057608003,0.140779385,0.183188614,0.155669136,0.000000000,0.451799774,0.281187593,0.281135220,0.000131841,0.280913107,0.281235260,0.281143517,0.034299152,0.235424117,0.331069523,0.254796584,0.205394143,0.000000000,0.593825064,0.344895150,0.344950296,0.000165028,0.344790335,0.345215819,0.339760020,0.028260423,0.299165131,0.380962503,0.252133052,0.171470453,0.014733719,0.559417418,0.940361187,0.000102833,0.000320670,0.000356065,0.043246859,0.083616079,0.106156400,0.290764113,0.424721401,0.465076449,0.278946798,0.278949777,0.000042410,0.278911345,0.279013900,0.279215285,0.018822747,0.245449456,0.302958583,0.309881750,0.122120852,0.081396427,0.484099252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_elves,4,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.063991966,0.098908751,0.000000000,0.290742794,0.723552630,0.723588728,0.000107230,0.723485643,0.723761743,0.725471346,0.030474372,0.689681334,0.764823525,0.577650604,0.218814406,0.229986683,0.940633045,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.050743510,0.098491449,0.000000000,0.270738128,0.425282413,0.000063927,0.000209113,0.000232910,0.024939062,0.047029941,0.085920917,0.256265421,0.493565947,0.510719771,0.276447370,0.276411272,0.000107230,0.276238257,0.276514357,0.274528654,0.030474372,0.235176475,0.310318666,0.307613920,0.210663452,0.000000000,0.646105713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khorne,4,0.249409752,0.249405931,0.000026596,0.249365850,0.249429469,0.249366451,0.014369420,0.228405223,0.276784410,0.204343939,0.115356931,0.000000000,0.380760512,0.035394141,0.035404592,0.000029653,0.035382295,0.035454708,0.033454929,0.030026773,0.000000000,0.091925925,0.139328914,0.186200284,0.000000000,0.380215872,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.067643555,0.134336565,0.000000000,0.327546551,0.508071581,0.000019946,0.000060566,0.000073206,0.028894821,0.057091072,0.080491011,0.242797826,0.645206010,0.916117719,0.715196106,0.715189477,0.000013210,0.715167547,0.715198862,0.717178620,0.027380369,0.672278942,0.753358355,0.588683592,0.213093613,0.214465377,0.930756977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kislev,4,0.112213226,0.112216154,0.000022470,0.112196108,0.112250074,0.114034721,0.015816358,0.089615714,0.137653048,0.122353708,0.105442101,0.000000000,0.301737241,0.194116123,0.194086481,0.000057561,0.193994068,0.194129745,0.190315485,0.028218706,0.146002252,0.241897068,0.231276164,0.156342818,0.000000000,0.492200441,0.204000688,0.204021992,0.000131612,0.203846859,0.204191846,0.202223106,0.026800694,0.166359031,0.243927254,0.266900222,0.207378054,0.000000000,0.640788878,0.892729847,0.000091840,0.000246296,0.000274942,0.040226152,0.063046487,0.071716062,0.275211659,0.561659946,0.598847328,0.489669962,0.489675373,0.000094019,0.489588646,0.489817336,0.493426688,0.024405483,0.454670557,0.528755059,0.379469906,0.192338395,0.001289794,0.645390211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lizardmen,4,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.016182784,0.048506965,0.000000000,0.069943345,0.511405770,0.511415903,0.000038100,0.511372438,0.511473053,0.511410689,0.059005127,0.428626989,0.603834226,0.451440187,0.339244171,0.000000000,1.000000000,0.042663994,0.042688565,0.000062819,0.042639411,0.042794019,0.041931280,0.023144886,0.001147242,0.084840343,0.076244768,0.085126624,0.000000000,0.229022849,0.604239574,0.000059673,0.000197309,0.000221162,0.051040752,0.124826768,0.146954023,0.332326115,0.543051572,0.554069763,0.445930237,0.445895531,0.000099809,0.445732927,0.445988151,0.446658031,0.051649256,0.372478761,0.536517857,0.456132261,0.320848215,0.000000000,0.942055123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norsca,4,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000559762,0.002795845,0.000000000,0.000270972,0.049710036,0.064629041,0.000000000,0.170221473,0.120256182,0.120249387,0.000012978,0.120228682,0.120259921,0.122076631,0.023161349,0.091158148,0.159830362,0.132325990,0.167548951,0.000000000,0.444400611,0.312461814,0.312461065,0.000042210,0.312397886,0.312503437,0.312137779,0.014980802,0.290924939,0.335500075,0.302513722,0.134880443,0.062372125,0.529508014,0.677913880,0.000028709,0.000090960,0.000112418,0.023510931,0.045474606,0.054540820,0.213327899,0.457540854,0.567282004,0.567282004,0.567289548,0.000045070,0.567250133,0.567358239,0.565225828,0.018598306,0.538159989,0.595011531,0.515450252,0.199545187,0.126134867,0.782935110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nurgle,4,0.099467566,0.099464761,0.000012412,0.099444883,0.099475158,0.097544199,0.015599029,0.073645159,0.118981371,0.113074371,0.112093406,0.000000000,0.314015579,0.061871364,0.061866120,0.000017206,0.061839215,0.061884172,0.059605691,0.021301513,0.027141968,0.097205863,0.121096350,0.134567607,0.000000000,0.326644757,0.293621202,0.293621721,0.000037044,0.293566879,0.293661129,0.297589423,0.022083492,0.267565250,0.332623233,0.310852453,0.191532163,0.016926101,0.658369260,0.787955306,0.000030073,0.000092494,0.000112233,0.031709449,0.060651987,0.083161540,0.241364297,0.533421025,0.619551867,0.545039867,0.545047399,0.000037171,0.545015548,0.545105879,0.545260687,0.020771173,0.511360686,0.577297388,0.454976827,0.184480144,0.103393536,0.693981334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogre_kingdoms,4,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.075943311,0.149130337,0.000000000,0.350992096,1.000000000,1.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.000000000,1.000000000,1.000000000,0.790123404,0.303999677,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.033152293,0.081879250,0.000000000,0.199368008,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.209876596,1.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.100780991,0.162969071,0.000000000,0.455366524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skaven,4,0.240512158,0.240483592,0.000056631,0.240390065,0.240524174,0.246387252,0.025175237,0.213720293,0.282452841,0.334885936,0.228980188,0.036476620,0.706247565,0.018631659,0.018558285,0.000230256,0.018193195,0.018791468,0.022066273,0.025916009,0.000000000,0.068368126,0.119882284,0.217065214,0.000000000,0.530112182,0.740856183,0.740958122,0.000277369,0.740718096,0.741416740,0.727167934,0.038008086,0.675014506,0.784002033,0.474753699,0.270267327,0.045692166,0.886538074,0.461051379,0.000168489,0.000560557,0.000633679,0.039608153,0.068990283,0.114483649,0.348717443,0.758941926,0.789071897,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.004378541,0.008029295,0.000000000,0.023195256,0.070478081,0.095979568,0.000000000,0.261481469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slaanesh,4,0.027995890,0.027992232,0.000029503,0.027947657,0.028018611,0.027280007,0.009787590,0.009678087,0.040111422,0.022177364,0.046778870,0.000000000,0.103970753,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.049462369,0.137347107,0.000000000,0.326310645,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.001032371,0.004604409,0.000000000,0.000887362,0.246592181,0.372467528,0.000000000,0.960699930,0.092119780,0.000015341,0.000057067,0.000072115,0.008842300,0.020007434,0.038696626,0.316529626,0.960699930,0.986989507,0.972004110,0.972007768,0.000029503,0.971981389,0.972052343,0.971687622,0.011442031,0.959838994,0.990321913,0.681768086,0.354842863,0.039300070,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tomb_kings,4,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.117550168,0.181068501,0.000000000,0.453394250,0.437940771,0.437846577,0.000250726,0.437429631,0.438056557,0.438348839,0.042838739,0.385799739,0.514205946,0.460646418,0.278306314,0.000000000,0.893561273,0.562059229,0.562153423,0.000250726,0.561943443,0.562570369,0.561651161,0.042838739,0.485794054,0.614200261,0.399066500,0.286108437,0.000000000,0.816208053,0.494429325,0.000147250,0.000511141,0.000580373,0.031067221,0.076265174,0.156070711,0.315010395,0.602877361,0.771811115,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.022736914,0.055784302,0.000000000,0.159158475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tzeentch,4,0.000795579,0.000796937,0.000036320,0.000743717,0.000837061,0.010250684,0.010380285,0.000000000,0.030328693,0.079227234,0.065370413,0.000000000,0.184269855,0.270532580,0.270533066,0.000021195,0.270511975,0.270564814,0.264871025,0.018213082,0.232123675,0.289595543,0.237468501,0.209164435,0.000000000,0.606245773,0.214040626,0.214045064,0.000011918,0.214034957,0.214064840,0.209051289,0.018902233,0.181732991,0.242346732,0.151367807,0.180342995,0.000000000,0.400647646,0.743851065,0.000028776,0.000078276,0.000085107,0.027648093,0.054780227,0.076493530,0.281124536,0.489818446,0.785959374,0.514631215,0.514624933,0.000026335,0.514586895,0.514656511,0.515827002,0.019597448,0.487530082,0.549691501,0.531936458,0.224695019,0.201136194,0.872492448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vampire_coast,4,0.049452855,0.049416691,0.000070135,0.049302943,0.049474527,0.054125746,0.023461659,0.022406670,0.087290514,0.199300249,0.223600290,0.000000000,0.575670018,0.028407350,0.028343171,0.000209557,0.028015057,0.028562273,0.028280156,0.028550150,0.000000000,0.085795216,0.137767315,0.221545871,0.000000000,0.625951511,0.922139795,0.922240138,0.000249310,0.922056178,0.922661308,0.917594098,0.042373932,0.847998907,0.965014286,0.597331115,0.364362021,0.000000000,1.000000000,0.234149762,0.000158647,0.000521513,0.000600677,0.034929850,0.074140888,0.167225188,0.360667072,0.922872548,0.944706193,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.065601321,0.128367785,0.000000000,0.387991800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vampire_counts,4,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.066586330,0.140098934,0.000000000,0.323806352,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.011490706,0.072673603,0.000000000,0.000000000,0.965826702,0.965765871,0.000120956,0.965569647,0.965866200,0.970056520,0.021880776,0.942742601,1.000000000,0.787832734,0.306981147,0.153775959,1.000000000,0.107453582,0.000080352,0.000257056,0.000279576,0.018183454,0.034528453,0.043154492,0.207943211,0.812050743,0.965826702,0.034173298,0.034234129,0.000120956,0.034133800,0.034430353,0.029943480,0.021880776,0.000000000,0.057257399,0.134090230,0.239123893,0.000000000,0.589587654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warriors_of_chaos,4,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.002634581,0.008236650,0.000000000,0.017475312,0.086440260,0.086463849,0.000073301,0.086390287,0.086580498,0.088075695,0.022816553,0.051189744,0.120130454,0.158887761,0.237430479,0.000000000,0.720111097,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.058108896,0.136865156,0.000000000,0.407909869,0.212237454,0.000043926,0.000140238,0.000154923,0.017827753,0.039607716,0.054761509,0.185442347,0.708132792,0.913559740,0.913559740,0.913536151,0.000073301,0.913419502,0.913609713,0.911924305,0.022816553,0.879869546,0.948810256,0.780368762,0.273202002,0.205426947,0.995332733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wood_elves,4,0.274391839,0.274395743,0.000034683,0.274364519,0.274448169,0.276431211,0.017708474,0.253590972,0.304762054,0.181569900,0.148267262,0.000000000,0.452967165,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.147112176,0.278598197,0.000000000,0.857388811,0.153966783,0.153948286,0.000139867,0.153737253,0.154073108,0.156758034,0.034378718,0.109248977,0.215713125,0.317820116,0.328601608,0.000000000,0.929832940,0.694372289,0.000072924,0.000270559,0.000343275,0.031309018,0.061746342,0.096664204,0.423683818,0.857388811,0.996718114,0.571641378,0.571655970,0.000105218,0.571562373,0.571814578,0.566810756,0.025612729,0.526695654,0.600072322,0.353497809,0.286369646,0.000000000,0.811271681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beastmen,5,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000218861,0.001101891,0.000000000,0.000101877,0.057891652,0.081320955,0.000000000,0.203509716,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.032183931,0.140420311,0.000000000,0.039311370,0.160344131,0.215685956,0.000000000,0.562206875,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.010156489,0.056592091,0.000000000,0.015607616,0.175710289,0.000033053,0.000049071,0.000050228,0.054318398,0.077062046,0.832862456,0.326122615,0.881936781,0.932810044,0.918344241,0.918311187,0.000016786,0.918295170,0.918336597,0.876379732,0.182378119,0.841282195,0.937938493,0.648805276,0.343038559,0.063142294,1.000000000,0.081655759,0.081688813,0.000016786,0.081663403,0.081704830,0.091217476,0.044406764,0.059527473,0.127277507,0.122802452,0.153319288,0.000000000,0.439000203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bretonnia,5,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.050036163,0.176870384,0.000000000,0.354990712,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.837162682,0.837193583,0.000032202,0.837160736,0.837226001,0.795883176,0.186091250,0.748857425,0.871672713,0.606364407,0.389450685,0.000000000,1.000000000,0.327012247,0.000033137,0.000063319,0.000063536,0.063602003,0.093210622,0.870075680,0.352431012,0.934101941,1.000000000,0.129924320,0.129922092,0.000006785,0.129914714,0.129930433,0.173210753,0.192563738,0.110205156,0.204121919,0.229865698,0.340358457,0.000000000,1.000000000,0.032912998,0.032884326,0.000025841,0.032858397,0.032911918,0.030906071,0.019283035,0.000000000,0.059542327,0.113733733,0.257660083,0.000000000,0.928821898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chaos_dwarfs,5,0.988847796,0.988708825,0.000202272,0.988518477,0.988924570,0.983028359,0.019331321,0.942499692,1.000000000,0.843920841,0.195676050,0.483269184,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.033531009,0.100994948,0.000000000,0.151208018,0.011152204,0.011291175,0.000202272,0.011075430,0.011481523,0.016971641,0.019331321,0.000000000,0.057500308,0.094014182,0.110404647,0.000000000,0.290211161,0.038045215,0.000187918,0.000329319,0.000329387,0.014435201,0.046348104,0.059997050,0.152626189,0.505578612,0.742476183,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.006033607,0.030723600,0.000000000,0.002652356,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.022500361,0.083690074,0.000000000,0.116759891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daemons_of_chaos,5,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.001219049,0.005391855,0.000000000,0.004343776,1.000000000,1.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.000000000,1.000000000,1.000000000,0.987036349,0.045428568,0.921846504,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.012963651,0.078153496,0.230555457,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.005980716,0.028387815,0.000000000,0.003677337,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.005763886,0.036454019,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark_elves,5,0.754043316,0.753888445,0.000156071,0.753704428,0.754048106,0.750658218,0.028341164,0.713269094,0.801901747,0.576762005,0.172502292,0.395863946,0.870478379,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000139679,0.000883406,0.000000000,0.000000000,0.076660314,0.088197380,0.000000000,0.211339152,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.006683973,0.011089823,0.000000000,0.026059793,0.070865104,0.090071871,0.000000000,0.270740344,0.346611292,0.000156714,0.000338889,0.000364202,0.028583710,0.057020992,0.109813260,0.277070554,0.556401203,0.644411192,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.007007956,0.008584711,0.000000000,0.023014590,0.060547362,0.077570008,0.000000000,0.206564402,0.245956684,0.246111555,0.000156071,0.245951894,0.246295572,0.235510173,0.027776613,0.192540782,0.270923389,0.215165215,0.171914286,0.000000000,0.422622635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dwarfs,5,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.031503116,0.146406942,0.000000000,0.148573438,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.003497623,0.010685723,0.000000000,0.038173885,1.000000000,1.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.000000000,1.000000000,1.000000000,0.939999261,0.211017168,0.783121481,1.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.060000739,0.216878519,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.025000000,0.158113883,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
empire,5,0.257968898,0.257879606,0.000125462,0.257761311,0.258011414,0.251092456,0.025161464,0.223246372,0.279651404,0.254125547,0.205991123,0.000000000,0.738349493,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000534802,0.003382383,0.000000000,0.000000000,0.742031102,0.742120394,0.000125462,0.741988586,0.742238689,0.711205830,0.147761345,0.675028329,0.767882876,0.553356581,0.317368028,0.043615997,0.936691207,0.354733603,0.000116729,0.000207587,0.000208450,0.050588830,0.072151934,0.754259795,0.299208500,0.801729273,0.816612173,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.037701715,0.166431535,0.000000000,0.037690440,0.112500113,0.255635080,0.000000000,0.780863963,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.079482958,0.190186171,0.000000000,0.447206005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grand_cathay,5,0.551881789,0.551671926,0.000259149,0.551403368,0.551930727,0.549153577,0.037801065,0.481359436,0.604578024,0.455266620,0.231070777,0.155832839,0.862594140,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.005453735,0.027054360,0.000000000,0.002728677,0.237195130,0.237263934,0.000129502,0.237115279,0.237397851,0.227746404,0.060016875,0.184530843,0.283539878,0.206518501,0.200690419,0.000000000,0.493230479,0.619840834,0.000250846,0.000478421,0.000495251,0.056730013,0.124043088,0.464228614,0.338000434,0.665220927,0.780603141,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.024474352,0.098807567,0.000000000,0.042866264,0.121833072,0.151220047,0.000000000,0.424985658,0.210923080,0.211064140,0.000137536,0.210919453,0.211235707,0.198625667,0.037624283,0.116411870,0.251691101,0.210928072,0.219291091,0.000000000,0.642650831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
