faction_a_key,faction_b_key,start_region_a,start_region_b,province_a,province_b,centroid_distance,raster_hops,same_province,neighboring_province,shared_theater_keys,theater,proximity_class,geographic_envelope,geographic_reason,geometry_status_a,geometry_status_b,route_networks_a,route_networks_b,strategic_note,island_or_disconnected,faction_a_name,race_a,subculture_a,faction_b_name,race_b,subculture_b,diplomatic_class,treaty_eligibility_unresolved,diplomacy_evidence_status,evidence_ids,analytical_inference,diplomatic_caveat,single_player_objective_pressure,evidence_note,included,exclusion_reason
wh2_dlc11_cst_vampire_coast,wh2_main_skv_clan_pestilens,wh3_main_combi_region_the_awakening,wh3_main_combi_region_oyxl,wh3_main_combi_province_vampire_coast,wh3_main_combi_province_the_lost_valley,81.369424,4,False,False,cai_region_hint_area_lustria,lustria,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Awakened,vampire_coast,wh2_dlc11_sc_cst_vampire_coast,Clan Pestilens,skaven,wh2_main_sc_skv_skaven,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,skaven_0;vampire_coast_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage. Coast cannot confederate; alliances can transfer Shanty verses.,True,
wh2_dlc11_cst_vampire_coast,wh3_dlc26_kho_skulltaker,wh3_main_combi_region_the_awakening,wh3_main_combi_region_hualotal,wh3_main_combi_province_vampire_coast,wh3_main_combi_province_the_gwangee_valley,117.458583,4,False,False,cai_region_hint_area_lustria,lustria,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Awakened,vampire_coast,wh2_dlc11_sc_cst_vampire_coast,Blooded Wanderers,khorne,wh3_main_sc_kho_khorne,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,khorne_0;vampire_coast_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,No bespoke diplomacy override established; absence does not imply zero generic aversion. Coast cannot confederate; alliances can transfer Shanty verses.,True,
wh2_dlc11_def_the_blessed_dread,wh2_main_skv_clan_eshin,wh3_main_combi_region_haichai,wh3_main_combi_region_xing_po,wh3_main_combi_province_plains_of_xen,wh3_main_combi_province_forests_of_the_moon,93.8931,3,False,True,cai_region_hint_area_cathay,cathay,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Blessed Dread,dark_elves,wh2_main_sc_def_dark_elves,Clan Eshin,skaven,wh2_main_sc_skv_skaven,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dark_elves_0;dark_elves_1;skaven_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Har Ganeth Blood Voyage is a forced vassal targeting occupied Ulthuan settlements; not a general alliance ban. Hag Graef gains conditional +25/+50 daemon relations at high possession; not a permanent faction-wide alliance guarantee. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,True,
wh2_dlc11_def_the_blessed_dread,wh3_dlc27_nor_sayl,wh3_main_combi_region_haichai,wh3_main_combi_region_dark_tower,wh3_main_combi_province_plains_of_xen,wh3_main_combi_province_mountains_end,78.812324,4,False,False,cai_region_hint_area_cathay,cathay,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Blessed Dread,dark_elves,wh2_main_sc_def_dark_elves,Dolgan,norsca,wh_dlc08_sc_nor_norsca,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dark_elves_0;dark_elves_1;norsca_0;sayl_treaties,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee Coordinate manipulation targets; do not infer compulsory teammate war from the stale listener.,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Har Ganeth Blood Voyage is a forced vassal targeting occupied Ulthuan settlements; not a general alliance ban. Hag Graef gains conditional +25/+50 daemon relations at high possession; not a permanent faction-wide alliance guarantee. Leader-defeat tribal confederation is not an ordinary alliance restriction; human-target applicability is not proven here. Sayl Manipulations alter treaties; automatic below-zero Confidence war listener is inert in 8.1.1.,True,
wh2_dlc11_vmp_the_barrow_legion,wh2_dlc15_grn_broken_axe,wh3_main_combi_region_blackstone_post,wh3_main_combi_region_massif_orcal,wh3_main_combi_province_northern_grey_mountains,wh3_main_combi_province_barrows_of_cuileux,46.966404,3,False,False,cai_region_hint_area_bretonnia,bretonnia,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Barrow Legion,vampire_counts,wh_main_sc_vmp_vampire_counts,Broken Axe,greenskins,wh_main_sc_grn_greenskins,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,greenskins_0;vampire_counts_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat confederation requires an AI loser; it cannot consume the human teammate. Barrow Legion has +30 WoC/Beastmen/Norsca relations and faction Chaos-attrition immunity.,True,
wh2_dlc12_lzd_cult_of_sotek,wh2_main_lzd_itza,wh3_main_combi_region_xlanzec,wh3_main_combi_region_itza,wh3_main_combi_province_the_night_forest_road,wh3_main_combi_province_river_qurveza,120.201939,5,False,False,cai_region_hint_area_lustria,lustria,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Cult of Sotek,lizardmen,wh2_main_sc_lzd_lizardmen,Itza,lizardmen,wh2_main_sc_lzd_lizardmen,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,lizardmen_0,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Allied province capitals support the Geomantic Web; Nakai and Oxyotl use documented variants.,True,
wh2_dlc13_emp_the_huntmarshals_expedition,wh2_main_lzd_itza,wh3_main_combi_region_temple_of_kara,wh3_main_combi_region_itza,wh3_main_combi_province_the_creeping_jungle,wh3_main_combi_province_river_qurveza,91.236538,4,False,False,cai_region_hint_area_lustria,lustria,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Huntsmarshal's Expedition,empire,wh_main_sc_emp_empire,Itza,lizardmen,wh2_main_sc_lzd_lizardmen,Special,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,empire_0;huntsmarshal_lizards;lizardmen_0,Order-adjacent but distinct territorial/diplomatic ecosystem prior Team exception permits pairing; surrounding Lizardmen diplomacy and Hostility still need coordination. Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",wh2_dlc13_emp_the_huntmarshals_expedition:short:002:DESTROY_FACTION,"Reikland Elector politics replaces ordinary confederation/NAP paths; does not establish a general military-alliance ban. Lizardmen diplomacy disabled except payments/war/peace, with explicit teammate exception. Allied province capitals support the Geomantic Web; Nakai and Oxyotl use documented variants.",True,
wh2_dlc13_emp_the_huntmarshals_expedition,wh_main_brt_bordeleaux,wh3_main_combi_region_temple_of_kara,wh3_main_combi_region_temple_of_tlencan,wh3_main_combi_province_the_creeping_jungle,wh3_main_combi_province_scorpion_coast,49.302197,3,False,True,cai_region_hint_area_lustria,lustria,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Huntsmarshal's Expedition,empire,wh_main_sc_emp_empire,Bordeleaux Errant,bretonnia,wh_main_sc_brt_bretonnia,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,bretonnia_0;empire_0,Compatible Order ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Human confederation cooldown exemption is not permission to absorb a human teammate. Reikland Elector politics replaces ordinary confederation/NAP paths; does not establish a general military-alliance ban.,True,
wh2_dlc14_brt_chevaliers_de_lyonesse,wh2_main_lzd_tlaqua,wh3_main_combi_region_copher,wh3_main_combi_region_tlaqua,wh3_main_combi_province_coast_of_araby,wh3_main_combi_province_western_jungles,106.525065,6,False,False,cai_region_hint_area_southlands,southlands,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Chevaliers de Lyonesse,bretonnia,wh_main_sc_brt_bretonnia,Tlaqua,lizardmen,wh2_main_sc_lzd_lizardmen,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,bretonnia_0;lizardmen_0,Order-adjacent but distinct territorial/diplomatic ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Human confederation cooldown exemption is not permission to absorb a human teammate. Allied province capitals support the Geomantic Web; Nakai and Oxyotl use documented variants.,True,
wh2_dlc14_brt_chevaliers_de_lyonesse,wh3_main_emp_cult_of_sigmar,wh3_main_combi_region_copher,wh3_main_combi_region_sudenburg,wh3_main_combi_province_coast_of_araby,wh3_main_combi_province_land_of_the_dervishes,81.352117,4,False,False,cai_region_hint_area_southlands,southlands,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Chevaliers de Lyonesse,bretonnia,wh_main_sc_brt_bretonnia,Cult of Sigmar,empire,wh_main_sc_emp_empire,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,bretonnia_0;empire_0,Compatible Order ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Human confederation cooldown exemption is not permission to absorb a human teammate. Reikland Elector politics replaces ordinary confederation/NAP paths; does not establish a general military-alliance ban.,True,
wh2_dlc15_grn_bonerattlaz,wh3_dlc23_chd_astragoth,wh3_main_combi_region_khazid_irkulaz,wh3_main_combi_region_uzkulak,wh3_main_combi_province_northern_worlds_edge_mountains,wh3_main_combi_province_zorn_uzkul,54.762847,1,False,True,,darklands <-> dwarf_empire,Immediate,True,Same province or adjacent starts within 100 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,convoy_road_combi;irory_road_bhashiva;ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Bonerattlaz,greenskins,wh_main_sc_grn_greenskins,Disciples of Hashut,chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,chaos_dwarfs_0;greenskins_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Tower-seat usurpation causes a five-turn diplomatic penalty; coordinate seat claims. Leader-defeat confederation requires an AI loser; it cannot consume the human teammate.,True,
wh2_dlc15_grn_bonerattlaz,wh3_dlc26_grn_gorbad_ironclaw,wh3_main_combi_region_khazid_irkulaz,wh3_main_combi_region_black_crag,wh3_main_combi_province_northern_worlds_edge_mountains,wh3_main_combi_province_death_pass,136.415432,5,False,False,cai_region_hint_area_dwarf_empire,dwarf_empire,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,convoy_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Bonerattlaz,greenskins,wh_main_sc_grn_greenskins,Ironclaw Orcs,greenskins,wh_main_sc_grn_greenskins,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,greenskins_0,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat confederation requires an AI loser; it cannot consume the human teammate.,True,
wh2_dlc15_grn_bonerattlaz,wh_main_grn_crooked_moon,wh3_main_combi_region_khazid_irkulaz,wh3_main_combi_region_mount_gunbad,wh3_main_combi_province_northern_worlds_edge_mountains,wh3_main_combi_province_deadrock_gap,66.850384,3,False,False,cai_region_hint_area_dwarf_empire,dwarf_empire,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Bonerattlaz,greenskins,wh_main_sc_grn_greenskins,Crooked Moon,greenskins,wh_main_sc_grn_greenskins,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,greenskins_0,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat confederation requires an AI loser; it cannot consume the human teammate.,True,
wh2_dlc15_grn_bonerattlaz,wh_main_vmp_schwartzhafen,wh3_main_combi_region_khazid_irkulaz,wh3_main_combi_region_castle_drakenhof,wh3_main_combi_province_northern_worlds_edge_mountains,wh3_main_combi_province_southern_sylvania,72.86453,3,False,False,,dwarf_empire <-> empire,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Bonerattlaz,greenskins,wh_main_sc_grn_greenskins,Sylvania,vampire_counts,wh_main_sc_vmp_vampire_counts,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,greenskins_0;vampire_counts_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat confederation requires an AI loser; it cannot consume the human teammate. Barrow Legion has +30 WoC/Beastmen/Norsca relations and faction Chaos-attrition immunity.,True,
wh2_dlc15_grn_broken_axe,wh2_main_skv_clan_skryre,wh3_main_combi_region_massif_orcal,wh3_main_combi_region_skavenblight,wh3_main_combi_province_barrows_of_cuileux,wh3_main_combi_province_the_blighted_marshes,78.250944,3,False,False,,border_princes <-> bretonnia,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Broken Axe,greenskins,wh_main_sc_grn_greenskins,Clan Skryre,skaven,wh2_main_sc_skv_skaven,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,greenskins_0;skaven_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat confederation requires an AI loser; it cannot consume the human teammate. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,True,
wh2_dlc16_wef_drycha,wh3_main_ksl_the_great_orthodoxy,wh3_main_combi_region_gryphon_wood,wh3_main_combi_region_erengrad,wh3_main_combi_province_gryphon_wood,wh3_main_combi_province_river_lynsk,72.252816,3,False,False,,empire <-> kislev,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Wargrove of Woe,wood_elves,wh_dlc05_sc_wef_wood_elves,The Great Orthodoxy,kislev,wh3_main_sc_ksl_kislev,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,kislev_0;wood_elves_0;wood_elves_1,Order-adjacent but distinct territorial/diplomatic ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Old supporter-race forced confederation and intra-Kislev war ban are obsolete; ordinary diplomacy applies. Rebirth completion is global and one-time in co-op; Ariel is globally unique. Drycha can confederate only Argwylon; not a general ban on Wood Elf alliances.,True,
wh2_dlc16_wef_drycha,wh3_main_ksl_the_ice_court,wh3_main_combi_region_gryphon_wood,wh3_main_combi_region_kislev,wh3_main_combi_province_gryphon_wood,wh3_main_combi_province_river_urskoy,55.121193,3,False,False,,empire <-> kislev,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,irory_road_bhashiva;ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Wargrove of Woe,wood_elves,wh_dlc05_sc_wef_wood_elves,The Ice Court,kislev,wh3_main_sc_ksl_kislev,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,kislev_0;wood_elves_0;wood_elves_1,Order-adjacent but distinct territorial/diplomatic ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Old supporter-race forced confederation and intra-Kislev war ban are obsolete; ordinary diplomacy applies. Rebirth completion is global and one-time in co-op; Ariel is globally unique. Drycha can confederate only Argwylon; not a general ban on Wood Elf alliances.,True,
wh2_dlc16_wef_drycha,wh_main_dwf_karak_kadrin,wh3_main_combi_region_gryphon_wood,wh3_main_combi_region_karak_kadrin,wh3_main_combi_province_gryphon_wood,wh3_main_combi_province_peak_pass,61.825911,3,False,False,,dwarf_empire <-> empire,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Wargrove of Woe,wood_elves,wh_dlc05_sc_wef_wood_elves,Karak Kadrin,dwarfs,wh_main_sc_dwf_dwarfs,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dwarfs_0;dwarfs_1;wood_elves_0;wood_elves_1,Order-adjacent but distinct territorial/diplomatic ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Grudge accumulation responds to hostile conduct; positive diplomacy reduces it. Different allied Dwarf owners can enable conditional Deeps trade/diplomacy benefits. Rebirth completion is global and one-time in co-op; Ariel is globally unique. Drycha can confederate only Argwylon; not a general ban on Wood Elf alliances.,True,
wh2_dlc16_wef_drycha,wh_main_emp_empire,wh3_main_combi_region_gryphon_wood,wh3_main_combi_region_altdorf,wh3_main_combi_province_gryphon_wood,wh3_main_combi_province_reikland,106.507683,4,False,False,cai_region_hint_area_empire,empire,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Wargrove of Woe,wood_elves,wh_dlc05_sc_wef_wood_elves,Reikland,empire,wh_main_sc_emp_empire,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,empire_0;wood_elves_0;wood_elves_1,Order-adjacent but distinct territorial/diplomatic ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Reikland Elector politics replaces ordinary confederation/NAP paths; does not establish a general military-alliance ban. Rebirth completion is global and one-time in co-op; Ariel is globally unique. Drycha can confederate only Argwylon; not a general ban on Wood Elf alliances.,True,
wh2_dlc16_wef_drycha,wh_main_emp_wissenland,wh3_main_combi_region_gryphon_wood,wh3_main_combi_region_nuln,wh3_main_combi_province_gryphon_wood,wh3_main_combi_province_wissenland,100.529833,4,False,False,cai_region_hint_area_empire,empire,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Wargrove of Woe,wood_elves,wh_dlc05_sc_wef_wood_elves,Wissenland & Nuln,empire,wh_main_sc_emp_empire,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,empire_0;wood_elves_0;wood_elves_1,Order-adjacent but distinct territorial/diplomatic ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Reikland Elector politics replaces ordinary confederation/NAP paths; does not establish a general military-alliance ban. Rebirth completion is global and one-time in co-op; Ariel is globally unique. Drycha can confederate only Argwylon; not a general ban on Wood Elf alliances.,True,
wh2_dlc16_wef_sisters_of_twilight,wh2_main_hef_nagarythe,wh3_main_combi_region_the_witchwood,wh3_main_combi_region_the_monoliths,wh3_main_combi_province_the_witchwood,wh3_main_combi_province_granite_hills,103.2664,4,False,False,cai_region_hint_area_naggarond,naggarond,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Heralds of Ariel,wood_elves,wh_dlc05_sc_wef_wood_elves,Nagarythe,high_elves,wh2_main_sc_hef_high_elves,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,high_elves_0;wood_elves_0;wood_elves_1,Order-adjacent but distinct territorial/diplomatic ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Eataine can unlock Champion actions through alliances with other legendary High Elf factions. Rebirth completion is global and one-time in co-op; Ariel is globally unique. Drycha can confederate only Argwylon; not a general ban on Wood Elf alliances.,True,
wh2_dlc16_wef_sisters_of_twilight,wh3_dlc24_ksl_daughters_of_the_forest,wh3_main_combi_region_the_witchwood,wh3_main_combi_region_bleak_hold_fortress,wh3_main_combi_province_the_witchwood,wh3_main_combi_province_the_bleak_coast,34.830145,2,False,False,cai_region_hint_area_naggarond,naggarond,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Heralds of Ariel,wood_elves,wh_dlc05_sc_wef_wood_elves,Daughters of the Forest,kislev,wh3_main_sc_ksl_kislev,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,kislev_0;wood_elves_0;wood_elves_1,Order-adjacent but distinct territorial/diplomatic ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Old supporter-race forced confederation and intra-Kislev war ban are obsolete; ordinary diplomacy applies. Rebirth completion is global and one-time in co-op; Ariel is globally unique. Drycha can confederate only Argwylon; not a general ban on Wood Elf alliances.,True,
wh2_dlc16_wef_sisters_of_twilight,wh3_main_dwf_the_ancestral_throng,wh3_main_combi_region_the_witchwood,wh3_main_combi_region_drackla_spire,wh3_main_combi_province_the_witchwood,wh3_main_combi_province_iron_coast,95.280355,4,False,False,cai_region_hint_area_naggarond,naggarond,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Heralds of Ariel,wood_elves,wh_dlc05_sc_wef_wood_elves,The Ancestral Throng,dwarfs,wh_main_sc_dwf_dwarfs,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dwarfs_0;dwarfs_1;wood_elves_0;wood_elves_1,Order-adjacent but distinct territorial/diplomatic ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Grudge accumulation responds to hostile conduct; positive diplomacy reduces it. Different allied Dwarf owners can enable conditional Deeps trade/diplomacy benefits. Rebirth completion is global and one-time in co-op; Ariel is globally unique. Drycha can confederate only Argwylon; not a general ban on Wood Elf alliances.,True,
wh2_dlc17_dwf_thorek_ironbrow,wh2_main_lzd_last_defenders,wh3_main_combi_region_karak_zorn,wh3_main_combi_region_the_golden_tower,wh3_main_combi_province_southlands_worlds_edge_mountains,wh3_main_combi_province_the_golden_pass,21.99742,1,False,True,cai_region_hint_area_southlands,southlands,Immediate,True,Same province or adjacent starts within 100 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Ironbrow's Expedition,dwarfs,wh_main_sc_dwf_dwarfs,Last Defenders,lizardmen,wh2_main_sc_lzd_lizardmen,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dwarfs_0;dwarfs_1;lizardmen_0,Order-adjacent but distinct territorial/diplomatic ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Grudge accumulation responds to hostile conduct; positive diplomacy reduces it. Different allied Dwarf owners can enable conditional Deeps trade/diplomacy benefits. Allied province capitals support the Geomantic Web; Nakai and Oxyotl use documented variants.,True,
