faction_a_key,faction_b_key,start_region_a,start_region_b,province_a,province_b,centroid_distance,raster_hops,same_province,neighboring_province,shared_theater_keys,theater,proximity_class,geographic_envelope,geographic_reason,geometry_status_a,geometry_status_b,route_networks_a,route_networks_b,strategic_note,island_or_disconnected,faction_a_name,race_a,subculture_a,faction_b_name,race_b,subculture_b,diplomatic_class,treaty_eligibility_unresolved,diplomacy_evidence_status,evidence_ids,analytical_inference,diplomatic_caveat,single_player_objective_pressure,evidence_note,included,exclusion_reason
wh2_main_lzd_last_defenders,wh_main_vmp_vampire_counts,wh3_main_combi_region_the_golden_tower,wh3_main_combi_region_ka_sabar,wh3_main_combi_province_the_golden_pass,wh3_main_combi_province_shifting_sands,44.63145,2,False,False,cai_region_hint_area_southlands,southlands,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Last Defenders,lizardmen,wh2_main_sc_lzd_lizardmen,The Drakenhof Conclave,vampire_counts,wh_main_sc_vmp_vampire_counts,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,lizardmen_0;vampire_counts_0,Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",wh2_main_lzd_last_defenders:long:003:DESTROY_FACTION;wh2_main_lzd_last_defenders:short:001:DESTROY_FACTION,Allied province capitals support the Geomantic Web; Nakai and Oxyotl use documented variants. Barrow Legion has +30 WoC/Beastmen/Norsca relations and faction Chaos-attrition immunity.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock
wh2_main_lzd_tlaqua,wh_main_grn_orcs_of_the_bloody_hand,wh3_main_combi_region_tlaqua,wh3_main_combi_region_cuexotl,wh3_main_combi_province_western_jungles,wh3_main_combi_province_central_jungles,86.501868,2,False,True,cai_region_hint_area_southlands,southlands,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Tlaqua,lizardmen,wh2_main_sc_lzd_lizardmen,The Bloody Handz,greenskins,wh_main_sc_grn_greenskins,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,greenskins_0;lizardmen_0,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat confederation requires an AI loser; it cannot consume the human teammate. Allied province capitals support the Geomantic Web; Nakai and Oxyotl use documented variants.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_main_lzd_tlaqua,wh_main_vmp_vampire_counts,wh3_main_combi_region_tlaqua,wh3_main_combi_region_ka_sabar,wh3_main_combi_province_western_jungles,wh3_main_combi_province_shifting_sands,74.149301,2,False,True,cai_region_hint_area_southlands,southlands,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Tlaqua,lizardmen,wh2_main_sc_lzd_lizardmen,The Drakenhof Conclave,vampire_counts,wh_main_sc_vmp_vampire_counts,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,lizardmen_0;vampire_counts_0,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Allied province capitals support the Geomantic Web; Nakai and Oxyotl use documented variants. Barrow Legion has +30 WoC/Beastmen/Norsca relations and faction Chaos-attrition immunity.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_main_skv_clan_eshin,wh3_cp1_cth_tiger_warriors,wh3_main_combi_region_xing_po,wh3_main_combi_region_vale_of_titans,wh3_main_combi_province_forests_of_the_moon,wh3_main_combi_province_bone_road,78.124691,2,False,False,,cathay <-> mountains_of_mourn,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Eshin,skaven,wh2_main_sc_skv_skaven,Claws of the White Tiger,grand_cathay,wh3_main_sc_cth_cathay,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,grand_cathay_0;skaven_0,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Guide found no distinct diplomatic replacement; generic faction modifiers remain outside coverage. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_main_skv_clan_eshin,wh3_dlc24_cth_the_celestial_court,wh3_main_combi_region_xing_po,wh3_main_combi_region_shang_wu,wh3_main_combi_province_forests_of_the_moon,wh3_main_combi_province_celestial_riverlands,80.177236,3,False,False,cai_region_hint_area_cathay,cathay,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Eshin,skaven,wh2_main_sc_skv_skaven,The Jade Court,grand_cathay,wh3_main_sc_cth_cathay,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,grand_cathay_0;skaven_0,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Guide found no distinct diplomatic replacement; generic faction modifiers remain outside coverage. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_main_skv_clan_eshin,wh3_main_cth_the_northern_provinces,wh3_main_combi_region_xing_po,wh3_main_combi_region_nan_gau,wh3_main_combi_province_forests_of_the_moon,wh3_main_combi_province_gunpowder_road,66.333642,3,False,False,cai_region_hint_area_cathay,cathay,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Eshin,skaven,wh2_main_sc_skv_skaven,The Northern Provinces,grand_cathay,wh3_main_sc_cth_cathay,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,grand_cathay_0;skaven_0,Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",wh2_main_skv_clan_eshin:short:002:DESTROY_FACTION;wh3_main_cth_the_northern_provinces:long:003:DESTROY_FACTION,Guide found no distinct diplomatic replacement; generic faction modifiers remain outside coverage. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock
wh2_main_skv_clan_eshin,wh3_main_cth_the_western_provinces,wh3_main_combi_region_xing_po,wh3_main_combi_region_qiang,wh3_main_combi_province_forests_of_the_moon,wh3_main_combi_province_wastelands_of_jinshen,96.533554,3,False,False,cai_region_hint_area_cathay,cathay,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,irory_road_bhashiva;ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Eshin,skaven,wh2_main_sc_skv_skaven,The Western Provinces,grand_cathay,wh3_main_sc_cth_cathay,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,grand_cathay_0;skaven_0,Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",wh3_main_cth_the_western_provinces:long:003:DESTROY_FACTION,Guide found no distinct diplomatic replacement; generic faction modifiers remain outside coverage. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock
wh2_main_skv_clan_eshin,wh3_main_ogr_goldtooth,wh3_main_combi_region_xing_po,wh3_main_combi_region_great_hall_of_greasus,wh3_main_combi_province_forests_of_the_moon,wh3_main_combi_province_ivory_road,122.370561,4,False,False,,cathay <-> mountains_of_mourn,Extended,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units),exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,convoy_road_combi;irory_road_bhashiva;ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Eshin,skaven,wh2_main_sc_skv_skaven,Goldtooth,ogre_kingdoms,wh3_main_sc_ogr_ogre_kingdoms,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,ogre_kingdoms_0;skaven_0,Ogre mercenary-neutral ecosystem prior; faction restrictions take precedence,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Ogre trespass diplomacy immunity is official-source-only in the guide; battle confederation requires an AI loser. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units)
wh2_main_skv_clan_mors,wh3_dlc23_chd_legion_of_azgorh,wh3_main_combi_region_misty_mountain,wh3_main_combi_region_black_fortress,wh3_main_combi_province_blightwater,wh3_main_combi_province_the_howling_wastes,140.073347,4,False,False,,darklands <-> dwarf_empire,Extended,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units),exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,irory_road_bhashiva;ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Mors,skaven,wh2_main_sc_skv_skaven,The Legion of Azgorh,chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,chaos_dwarfs_0;skaven_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Tower-seat usurpation causes a five-turn diplomatic penalty; coordinate seat claims. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units)
wh2_main_skv_clan_mors,wh_main_dwf_dwarfs,wh3_main_combi_region_misty_mountain,wh3_main_combi_region_karaz_a_karak,wh3_main_combi_province_blightwater,wh3_main_combi_province_the_silver_road,144.776153,5,False,False,cai_region_hint_area_dwarf_empire,dwarf_empire,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Mors,skaven,wh2_main_sc_skv_skaven,Karaz-a-Karak,dwarfs,wh_main_sc_dwf_dwarfs,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dwarfs_0;dwarfs_1;skaven_0,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Grudge accumulation responds to hostile conduct; positive diplomacy reduces it. Different allied Dwarf owners can enable conditional Deeps trade/diplomacy benefits. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_main_skv_clan_mors,wh_main_vmp_vampire_counts,wh3_main_combi_region_misty_mountain,wh3_main_combi_region_ka_sabar,wh3_main_combi_province_blightwater,wh3_main_combi_province_shifting_sands,128.874605,4,False,False,,dwarf_empire <-> southlands,Extended,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units),exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Mors,skaven,wh2_main_sc_skv_skaven,The Drakenhof Conclave,vampire_counts,wh_main_sc_vmp_vampire_counts,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,skaven_0;vampire_counts_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage. Barrow Legion has +30 WoC/Beastmen/Norsca relations and faction Chaos-attrition immunity.,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units)
wh2_main_skv_clan_moulder,wh3_dlc23_chd_astragoth,wh3_main_combi_region_hell_pit,wh3_main_combi_region_uzkulak,wh3_main_combi_province_black_blood_pass,wh3_main_combi_province_zorn_uzkul,120.052117,4,False,False,,darklands <-> kislev,Extended,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units),exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,convoy_road_combi;irory_road_bhashiva;ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Moulder,skaven,wh2_main_sc_skv_skaven,Disciples of Hashut,chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,chaos_dwarfs_0;skaven_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Tower-seat usurpation causes a five-turn diplomatic penalty; coordinate seat claims. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units)
wh2_main_skv_clan_moulder,wh3_dlc25_dwf_malakai,wh3_main_combi_region_hell_pit,wh3_main_combi_region_kraka_drak,wh3_main_combi_province_black_blood_pass,wh3_main_combi_province_gianthome_mountains,32.626643,2,False,True,,kislev <-> norsca,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Moulder,skaven,wh2_main_sc_skv_skaven,Masters of Innovation,dwarfs,wh_main_sc_dwf_dwarfs,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dwarfs_0;dwarfs_1;skaven_0,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Grudge accumulation responds to hostile conduct; positive diplomacy reduces it. Different allied Dwarf owners can enable conditional Deeps trade/diplomacy benefits. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_main_skv_clan_moulder,wh3_main_ksl_the_great_orthodoxy,wh3_main_combi_region_hell_pit,wh3_main_combi_region_erengrad,wh3_main_combi_province_black_blood_pass,wh3_main_combi_province_river_lynsk,44.180056,2,False,False,cai_region_hint_area_kislev,kislev,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Moulder,skaven,wh2_main_sc_skv_skaven,The Great Orthodoxy,kislev,wh3_main_sc_ksl_kislev,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,kislev_0;skaven_0,Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",wh2_main_skv_clan_moulder:short:001:DESTROY_FACTION;wh3_main_ksl_the_great_orthodoxy:short:002:DESTROY_FACTION,Old supporter-race forced confederation and intra-Kislev war ban are obsolete; ordinary diplomacy applies. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock
wh2_main_skv_clan_moulder,wh3_main_ksl_the_ice_court,wh3_main_combi_region_hell_pit,wh3_main_combi_region_kislev,wh3_main_combi_province_black_blood_pass,wh3_main_combi_province_river_urskoy,47.22967,2,False,False,cai_region_hint_area_kislev,kislev,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,irory_road_bhashiva;ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Moulder,skaven,wh2_main_sc_skv_skaven,The Ice Court,kislev,wh3_main_sc_ksl_kislev,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,kislev_0;skaven_0,Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",wh2_main_skv_clan_moulder:short:001:DESTROY_FACTION,Old supporter-race forced confederation and intra-Kislev war ban are obsolete; ordinary diplomacy applies. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock
wh2_main_skv_clan_moulder,wh_main_dwf_karak_kadrin,wh3_main_combi_region_hell_pit,wh3_main_combi_region_karak_kadrin,wh3_main_combi_province_black_blood_pass,wh3_main_combi_province_peak_pass,124.59965,5,False,False,,dwarf_empire <-> kislev,Extended,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units),exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Moulder,skaven,wh2_main_sc_skv_skaven,Karak Kadrin,dwarfs,wh_main_sc_dwf_dwarfs,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dwarfs_0;dwarfs_1;skaven_0,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Grudge accumulation responds to hostile conduct; positive diplomacy reduces it. Different allied Dwarf owners can enable conditional Deeps trade/diplomacy benefits. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units); Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_main_skv_clan_moulder,wh_main_vmp_schwartzhafen,wh3_main_combi_region_hell_pit,wh3_main_combi_region_castle_drakenhof,wh3_main_combi_province_black_blood_pass,wh3_main_combi_province_southern_sylvania,147.148256,6,False,False,,empire <-> kislev,Extended,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units),exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Moulder,skaven,wh2_main_sc_skv_skaven,Sylvania,vampire_counts,wh_main_sc_vmp_vampire_counts,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,skaven_0;vampire_counts_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage. Barrow Legion has +30 WoC/Beastmen/Norsca relations and faction Chaos-attrition immunity.,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units)
wh2_main_skv_clan_pestilens,wh2_twa03_def_rakarth,wh3_main_combi_region_oyxl,wh3_main_combi_region_great_turtle_isle,wh3_main_combi_province_the_lost_valley,wh3_main_combi_province_the_turtle_isles,111.946555,,False,False,cai_region_hint_area_lustria,lustria,Extended,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units),exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,True,Clan Pestilens,skaven,wh2_main_sc_skv_skaven,The Thousand Maws,dark_elves,wh2_main_sc_def_dark_elves,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dark_elves_0;dark_elves_1;skaven_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Har Ganeth Blood Voyage is a forced vassal targeting occupied Ulthuan settlements; not a general alliance ban. Hag Graef gains conditional +25/+50 daemon relations at high possession; not a permanent faction-wide alliance guarantee. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units)
wh2_main_skv_clan_pestilens,wh_main_brt_bordeleaux,wh3_main_combi_region_oyxl,wh3_main_combi_region_temple_of_tlencan,wh3_main_combi_province_the_lost_valley,wh3_main_combi_province_scorpion_coast,116.018387,5,False,False,cai_region_hint_area_lustria,lustria,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Pestilens,skaven,wh2_main_sc_skv_skaven,Bordeleaux Errant,bretonnia,wh_main_sc_brt_bretonnia,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,bretonnia_0;skaven_0,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Human confederation cooldown exemption is not permission to absorb a human teammate. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_main_skv_clan_skryre,wh_dlc05_wef_argwylon,wh3_main_combi_region_skavenblight,wh3_main_combi_region_waterfall_palace,wh3_main_combi_province_the_blighted_marshes,wh3_main_combi_province_argwylon,86.941093,3,False,False,,athel_loren <-> border_princes,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Skryre,skaven,wh2_main_sc_skv_skaven,Argwylon,wood_elves,wh_dlc05_sc_wef_wood_elves,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,skaven_0;wood_elves_0;wood_elves_1,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage. Rebirth completion is global and one-time in co-op; Ariel is globally unique. Drycha can confederate only Argwylon; not a general ban on Wood Elf alliances.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_main_skv_clan_skryre,wh_dlc05_wef_wood_elves,wh3_main_combi_region_skavenblight,wh3_main_combi_region_kings_glade,wh3_main_combi_province_the_blighted_marshes,wh3_main_combi_province_talsyn,57.601318,2,False,False,,athel_loren <-> border_princes,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Skryre,skaven,wh2_main_sc_skv_skaven,Talsyn,wood_elves,wh_dlc05_sc_wef_wood_elves,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,skaven_0;wood_elves_0;wood_elves_1,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage. Rebirth completion is global and one-time in co-op; Ariel is globally unique. Drycha can confederate only Argwylon; not a general ban on Wood Elf alliances.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_main_skv_clan_skryre,wh_main_brt_carcassonne,wh3_main_combi_region_skavenblight,wh3_main_combi_region_castle_carcassonne,wh3_main_combi_province_the_blighted_marshes,wh3_main_combi_province_carcassonne,34.353094,1,False,True,,border_princes <-> bretonnia,Immediate,True,Same province or adjacent starts within 100 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Skryre,skaven,wh2_main_sc_skv_skaven,Carcassonne,bretonnia,wh_main_sc_brt_bretonnia,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,bretonnia_0;skaven_0,Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",wh2_main_skv_clan_skryre:short:002:DESTROY_FACTION,Human confederation cooldown exemption is not permission to absorb a human teammate. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock
